id,PH,CarbVolume,FillOunces,PCVolume,CarbPressure,CarbTemp,PSC,PSCFill,PSCCO2,MnfFlow,CarbPressure1,FillPressure,HydPressure1,HydPressure2,HydPressure3,HydPressure4,FillerLevel,FillerSpeed,Temperature,Usagecont,CarbFlow,Density,MFR,Balling,PressureVacuum,OxygenFiller,BowlSetpoint,PressureSetpoint,AirPressurer,AlchRel,CarbRel,BallingLvl,BrandCode
1,8.36,-0.25785317198431335,-0.09011806236019192,-0.19854831695775563,0.03848376546505795,0.06051731668092333,0.5144641084552443,0.54368022480467,-0.3732616126847782,-1.0511619893730912,-0.8096743195828588,-0.581545828681719,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,1.5603646383440797,0.7686450862740004,0.44743515208613516,0.06960735591847023,-1.5728599538403498,0.4163863791353687,-0.748805073695272,0.29930824338530154,-0.9055206620400815,2.1397693738518866,-0.35433990319757436,0.70207424878315,-0.5541317731738563,-0.18069803983242674,-0.6170667811008249,-0.9165119978948839,-0.6566388275851242,B
2,8.26,0.5595017321329397,0.3686059529910985,-0.6106676735291029,0.09479105197851836,-0.3426667444260442,0.8627139272869404,0.20454635908706248,-0.3732616126847782,-1.0511619893730912,-0.21052333820711686,-0.581545828681719,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,0.7985646259342257,0.5739707874559199,0.4143930232642499,1.2740216974764047,-0.45546819692963236,0.6481763296058773,-0.608532365115605,0.3341485265638065,-0.7361207481528289,2.1397693738518866,-0.2001918714931865,0.70207424878315,-0.34402745999417145,0.16235127602750551,-0.6664550170983541,-1.0856888583397748,-0.5644474947284557,A
3,8.94,-0.7809421064286978,0.9814279190242221,-0.19854831695775563,0.7529846892891314,0.9255888334107909,0.2502720033990501,1.2219479562398683,2.4345157163970073,-1.0511619893730912,-0.5100988288949864,-0.581545828681719,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-1.12771813944525,0.6782708496506842,0.4847657670191984,0.8324674635986937,-1.1264180830075476,0.3969317961037676,1.0980453274226976,0.4939586139621234,1.080098162555469,2.490397398990682,-0.2746935315545502,0.70207424878315,-0.4484033192990911,-0.7007178582262443,1.5026705001128708,2.8904630641817453,1.4176661616899155,B
4,8.24,0.6817934676787837,0.3686059529910985,0.28738895294045647,-1.5119148037170926,-2.2570591957034507,0.4548876051593694,1.9002156876751,-0.3732616126847782,-1.0511619893730912,-1.5800112956373837,-0.44601324274410303,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.24593433225677974,0.5149202912211166,0.4681537002504589,-0.24534950344792444,-1.2259977676596383,0.5579472239584027,1.0171276542265597,0.4079839450774303,1.0007919112349093,1.4385133235742964,-0.06398859385531078,0.70207424878315,-0.7697408646969688,2.806165505667101,0.601786827346266,-0.09852971678461564,1.1410921631199105,A
6,8.32,0.12429679718581281,-0.5480771127053397,-0.10008518970837253,-0.4204536445137349,-0.6530306760478533,0.2502720033990501,0.37411329194583226,-0.3732616126847782,-1.0511619893730912,-0.6384883249040758,-0.7188578499869589,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,1.4405733020461635,0.6932707747729346,0.472303614589537,0.22494915879875213,0.9713288925696254,0.4337094543351836,0.9758771799556017,0.568624896249332,0.9601556557204832,1.4385133235742964,-0.2746935315545502,0.70207424878315,-0.7697408646969688,3.12452504444038,0.6401046819146516,0.059676993847742735,1.1180443299057432,A
8,8.38,-0.4521687144309469,2.2881900152841443,-0.9195072427985491,-0.13183456099078805,0.11008248323267288,1.336021248308788,1.2219479562398683,-0.3732616126847782,-1.0511619893730912,0.34583114449893165,-0.3122219882209641,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,2.3309946671731905,0.5739707874559199,-3.432571364354992,-0.5661208782552154,-0.759575356148225,-1.6556904034576054,-0.8956043954516707,0.28771401405184743,-1.087498476210257,1.4385133235742964,0.3668558252572894,0.70207424878315,-0.7697408646969688,2.9656714629208265,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
9,8.38,-1.1837714825050574,0.06270494664471868,-0.2095299900681722,-1.1385907291244222,-0.19007038806651547,0.9940646405187942,-0.6432883052069988,1.96655282821671,-1.0511619893730912,-0.3817093328858998,-0.581545828681719,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.4120167068722593,0.6932707747729346,0.472303614589537,-0.4049994789780038,-0.9337523894239158,0.38398207475397206,-0.6778893624258833,0.6001785212528642,-0.8227470454879824,1.4385133235742964,0.7258816542676276,0.70207424878315,-0.7697408646969688,3.5972069418698744,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
10,8.5,-0.9812095011259878,0.3686059529910985,-0.735617135555032,1.0704848806919716,1.5164048840010464,-1.8838915644021743,0.3741132919458662,0.09470127549551004,-1.0511619893730912,-0.5956918262343793,-0.8579885882355827,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,0.9331107564995582,0.7384204244956108,0.5014109255544095,0.5314448472404897,-2.235068353371373,0.5316746949846229,-0.6778893624258833,-0.31673671478813387,-0.8193580531924242,1.4385133235742964,-0.35433990319757436,0.70207424878315,-0.7697408646969688,2.806165505667101,-0.716297048645064,-0.7492324391462968,-0.7718779936559598,B
11,8.34,-0.4521687144309469,-0.6243292494987741,-0.27559666563612795,-0.537605711012362,-0.3939119523739754,0.006932001418056597,-0.13458750663056204,-0.3732616126847782,-1.0511619893730912,-0.6384883249040758,-0.3789022857970608,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.0844804804464073,0.6483459365841461,0.4847657670191984,-0.7287318389279122,-0.7342666712886496,0.5513732799574242,-0.6778893624258833,0.33802500202606117,-0.8193580531924242,1.4385133235742964,-0.06398859385531078,0.70207424878315,-0.7697408646969688,2.806165505667101,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
12,8.34,-0.12951765259471,1.0581262854045619,-0.39752135541124584,-1.9602455700774788,-2.198703690040767,0.6222089403736941,-0.13458750663056204,-0.841224500865064,-1.0511619893730912,-0.7240813222434658,-0.3789022857970608,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.7590455374209732,0.6483459365841461,0.4681537002504589,-0.4049994789780038,-0.921484337447247,0.6106774964918558,-0.608532365115605,0.4939586139621234,-0.7361207481528289,1.4385133235742964,0.6163698790073413,0.70207424878315,-0.7697408646969688,3.2827298030558167,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
13,8.34,-1.4574843979801286,-0.9291253063918608,-0.13283241067504672,-1.386374959806717,0.010769278857015882,0.6924130752943158,1.5610818219574756,0.2818864307676431,-1.0511619893730912,-1.1092498102707282,-0.788193377118684,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,0.2254202247937876,0.7535202658551452,0.4681537002504589,-0.7287318389279122,-1.312263752039548,0.3495281000450621,-0.608532365115605,0.3885162415763162,-0.7361207481528289,1.4385133235742964,0.41180482013219927,0.70207424878315,-0.7697408646969688,2.6460035955887586,-0.766598452315812,-0.7492324391462968,-0.6796866607992913,B
14,8.38,-0.9812095011259878,-0.9291253063918608,-0.7813467753377785,0.9654797007534388,1.604906777285576,0.36584614788959385,0.20454635908703708,-0.3732616126847782,-1.0511619893730912,-1.9223832849949527,-0.581545828681719,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.0844804804464073,0.6782708496506842,0.4681537002504589,-0.7287318389279122,0.8218178367616822,0.5338617017448449,-0.608532365115605,0.41577849251948756,-0.7361207481528289,1.4385133235742964,0.3668558252572894,0.70207424878315,-0.7697408646969688,3.2827298030558167,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
15,8.4,-0.9812095011259878,-1.1574992342679107,0.922958843027841,1.226470617463484,1.648924635653649,1.424965041670495,1.3915148890986717,0.562664163675817,-1.0511619893730912,-0.5100988288949864,-0.3789022857970608,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.24593433225677974,0.6782708496506842,0.4640058541467852,-0.7287318389279122,-0.024757671791124113,0.5513732799574242,-0.6778893624258833,0.4430930057539377,-0.8193580531924242,1.4385133235742964,0.7605589374321035,0.70207424878315,-0.7697408646969688,3.12452504444038,-0.766598452315812,-0.7492324391462968,-0.7027344940134584,B
16,8.42,-0.7809421064286978,-1.2335813788366012,-0.3087448235686173,-0.018055170424363175,0.5480911683617831,-1.107780173412077,-0.3041544394893657,-0.8412245008650852,-1.0511619893730912,1.3729471125716326,-0.11471952713730904,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,0.07256828041000465,0.6632959035877547,0.4640058541467852,-0.5661208782552154,-0.46209174616459214,0.8105745506273658,-0.6778893624258833,0.41577849251948756,-0.8193580531924242,1.4385133235742964,0.3668558252572894,0.70207424878315,-0.7697408646969688,2.6460035955887586,-0.766598452315812,-0.7492324391462968,-0.7257823272276256,B
17,8.58,-1.3886632389019662,-3.2042587288332474,0.6550728488019752,-1.2619391147488341,-0.7054399975410092,0.8627139272869404,0.03497942622826728,0.09470127549551004,-1.0511619893730912,0.17464514982014864,0.33187101755670767,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.24593433225677974,0.6932707747729346,-3.011333859525663,2.1227253835694917,-1.3406860711548743,0.7102043209492939,-2.7958389383154323,-5.541900865097208,-4.32930327667966,1.7891413487130916,1.889059498849978,0.70207424878315,-0.7697408646969688,3.12452504444038,-0.766598452315812,-0.7492324391462968,-0.6796866607992913,C
18,8.5,-0.12951765259471,0.21561295176144407,0.0625716217195556,-0.9555718133073766,-1.0240812903812393,1.2146886854843417,-1.1519891037833956,-0.841224500865064,-1.0511619893730912,-1.4944182982979937,-0.44601324274410303,-1.0097407793159079,-1.2911247555743246,-1.2915868915182862,-0.0844804804464073,0.7082956789545062,0.4681537002504589,-0.5661208782552154,0.21140232875973486,0.579888259424707,-0.748805073695272,0.32639877537141604,-0.9055206620400815,2.1397693738518866,0.3668558252572894,0.70207424878315,-0.7697408646969688,3.2827298030558167,-0.766598452315812,-0.583821917056392,-0.6796866607992913,B
